title;artist;album;platform;isFound
"Do You Remember";"Jay Sean feat. Lil Jon & Sean";;applemusicapp;0
"Do You Think About Me";"Carrie Underwood";"Blown Away";applemusicapp;1
"Do You Want Me";"Hilary Duff";"Hilary Duff";applemusicapp;1
"Do You Want To";"Franz Ferdinand";"You Could Have It So Much Better";applemusicapp;1
"Do You Want to Build a Snowman?";"Kristen Bell, Agatha Lee Monn & Katie Lopez";"Frozen (Original Motion Picture Soundtrack)";applemusicapp;0
"Do You Want To Build A Snowman?";"Kristen Bell;Agatha LeeMonn;Katie Lopez";"Frozen (Deluxe Edition) (CD1)";applemusicapp;0
"Does My Breath Smell?";"Blink 182";"Cheshire Cat";applemusicapp;1
"Doin' Fine";Jewel;0304;applemusicapp;1
Domino;"Jessie J";;applemusicapp;1
"Domino (Myon and Shane Remix)";"Jessie J";"NOW That's What I Call a Workout";applemusicapp;1
Don't;"Blink 182";Buddha;applemusicapp;1
Don't;"Ed Sheeran";"x (Deluxe Edition)";applemusicapp;1
"Don't Call Me Up";Mabel;"Ivy to Roses (Mixtape)";applemusicapp;1
"Don't Cha";"The Pussycat Dolls Feat. Busta Rhymes";PCD;applemusicapp;0
"Don't Drop That Thun Thun";Finatticz;"Don't Drop That Thun Thun - Single";applemusicapp;1
"Don't Forget About Us";"Mariah Carey";"The Emancipation Of Mimi [Repackage]";applemusicapp;1
"Don't Forget To Remember Me";"Carrie Underwood";"Some Hearts";applemusicapp;1
"Don't Holla";"Chip Tha Ripper";"Cant Stop Me (Dj E-V)";applemusicapp;0
"Don't Kill My High (feat. Wiz Khalifa & Social House)";"Lost Kings";"Paper Crowns (Deluxe) - EP";applemusicapp;1
"Don't Leave Me";"Blink 182";"Enema of the State";applemusicapp;1
"Don't Leave Me";Blink-182;;applemusicapp;1
"Don't Let Me Down (feat. Daya)";"The Chainsmokers";"Collage - EP";applemusicapp;1
"Don't Let Me Fall";B.o.B;"Don't Let Me Fall - Single";applemusicapp;1
"Don't Let Me Stop You";"Kelly Clarkson";"All I Ever Wanted";applemusicapp;1
"Don't Make Me Laugh";Gomez;"How We Operate";applemusicapp;1
"Don't Mind";"Kent Jones";"Don't Mind - Single";applemusicapp;1
"Don't Mind if I Do";"Mac Miller";;applemusicapp;1
"Don't Miss Your Kiss Goodbye";"Chris Henderson";"New Country May 2013";applemusicapp;1
"Don't Phunk With My Heart";"The Black Eyed Peas";"Monkey Business";applemusicapp;1
"Don't Speak Liar";"We the Kings";"We the Kings";applemusicapp;1
"Don't Start Now";"Dua Lipa";"Don't Start Now - Single";applemusicapp;1
"Don't Stop Believin'";Journey;Escape;applemusicapp;1
"Don't stop believing";Journey;"VH1 100 Greatest Songs of 80’s";applemusicapp;1
"Don't Stop Me Now";Queen;"The Platinum Collection (Greatest Hits I, II & III)";applemusicapp;1
"Don't Stop The Music";Rihanna;"Good Girl Gone Bad";applemusicapp;1
"Don't Stop The Party (feat. TJR)";Pitbull;"Global Warming";applemusicapp;1
"Don't Stop The Party (Radio Edit)";"The Black Eyed Peas";"Don't Stop The Party - Single";applemusicapp;1
"Don't Tell Mama I Was Drinking";"Frankie Ballard";"Sunshine & Whiskey";applemusicapp;1
"Don't Tell Me It's Over";Blink-182;;applemusicapp;0
"Don't Tell Me You Love Me";"Big Sean";"Finally Famous (Deluxe Edition)";applemusicapp;1
"Don't Think I Don't Think About";"Darious Rucker";;applemusicapp;0
"Don't Wake Me Up";"Chris Brown";;applemusicapp;1
"Don't Wake Me Up (Panic City Radio Remix)";"Chris Brown";"NOW That's What I Call a Workout";applemusicapp;1
"Don't Wanna Go Home (Prod By Fliptones)";"Jason Derulo";;applemusicapp;1
"Don't Wanna Know (feat. Kendrick Lamar)";"Maroon 5";"Red Pill Blues (Deluxe)";applemusicapp;1
"Don't Wanna Think About You";"Simple Plan";;applemusicapp;1
"Don't Worry Be Happy";"Bobby McFerrin";"The Best of Bobby McFerrin";applemusicapp;1
"Don't Ya";"Brett Eldredge";"Billboard Top 25 Country Songs 06-22-13";applemusicapp;1
"Don't You Know Who I Think I Am?";"Fall Out Boy";"Infinity On High";applemusicapp;1
"Don't You Wanna Fall";"Frankie Ballard";"Sunshine & Whiskey";applemusicapp;1
"Don't You Wanna Stay (with Kelly Clarkson)";"Jason Aldean";"My Kinda Party";applemusicapp;1
"Don't You Want Me Baby";"Human League";"VH1 100 Greatest Songs of 80’s";applemusicapp;0
"Don't You Worry Child (Radio Edit)";"Swedish House Mafia/John Martin";Single;applemusicapp;0
"Don’t Feel Like Crying";Sigrid;"Sucker Punch";applemusicapp;1
"Donald Trump";"Mac Miller";"Best Day Ever";applemusicapp;1
Done.;"The Band Perry";"Billboard Top 25 Country Songs 06-22-13";applemusicapp;1
"Dont Wanna Go Home (Prod. By Fliptones) (2011) [www.RnB4U.in]";"Jason Derulo";;applemusicapp;1
Dota;Basshunter;Diverse;applemusicapp;1
"Double Rainbow";"Katy Perry";"PRISM (Deluxe)";applemusicapp;1
"Double Vision";3OH!3;"Double Vision - Single";applemusicapp;1
Down;"Blink 182";"Blink 182";applemusicapp;1
Down;"Jay Sean";;applemusicapp;1
Down;"Jay Sean";;applemusicapp;1
Down;"Marian Hill";"ACT ONE";applemusicapp;1
"Down By The River";"Milky Chance";Sadnecessary;applemusicapp;1
"Down for Some Ignorance (Ghetto Lullaby) [feat. Chief Keef & Joey Purp]";"Vic Mensa";"The Autobiography (Deluxe)";applemusicapp;1
"Down In the DM";"Yo Gotti";"The Art of Hustle (Deluxe Version)";applemusicapp;1
"Down On Me";"Jeremih Ft. 50 Cent";;applemusicapp;1
"Down On The Corner";"Creedence Clearwater Revival";;applemusicapp;1
"Down Once More / Track Down This Murderer";"Original London Cast of ""The Phantom of the Opera""";"The Phantom of the Opera (Original London Cast)";applemusicapp;0
"Down to the Honkytonk";"Jake Owen";"Greetings From...Jake";applemusicapp;1
"Down Under";"Men At Work";"VH1 100 Greatest Songs of 80’s";applemusicapp;1
Downtown;"Lady Antebellum";"Downtown - Single";applemusicapp;1
"Downtown (feat. Eric Nally, Melle Mel, Kool Moe Dee & Grandmaster Caz)";"Macklemore & Ryan Lewis";"Downtown (feat. Eric Nally, Melle Mel, Kool Moe Dee & Grandmaster Caz) - Single";applemusicapp;1
"Dr. Feelgood";"Motley Crue";"VH1 100 Greatest Songs of 80’s";applemusicapp;1
"Dr. Pill";"KiD CuDi";Wzrd;applemusicapp;0
"Drag Me Down";"One Direction";"Drag Me Down - Single";applemusicapp;1
"Dragostea Din Tei (Techno remix)";OZone;;applemusicapp;0
"Drain You";Nirvana;"Smells like teen spirit";applemusicapp;1
"Drama Queen (That Girl)";"Lindsay Lohan";"Confessions Of A Teenage Drama Queen";applemusicapp;0
"Drank In My Cup";"Kirko Bangz";;applemusicapp;1
Dream;"Imagine Dragons";"Smoke + Mirrors (Deluxe)";applemusicapp;1
"Dream Big (Motivational Speech)";"Fearless Motivation";"10% Human 90% Beast (Gym Motivational Speeches)";applemusicapp;1
"Dream Girl";Basshunter;;applemusicapp;1
"Dream On The Dancefloor (Radio Edit)";Basshunter;"The Workout Mix - Summer Fit CD2";applemusicapp;0
"The Dream Time Machine";"KiD CuDi";Wzrd;applemusicapp;0
Dreamer;"Hilary Duff";Dignity;applemusicapp;1
Dreamers;"Christina Aguilera";Liberation;applemusicapp;1
"Dreaming Out Loud";OneRepublic;"Dreaming Out Loud";applemusicapp;0
"Drift Away";"Uncle Kracker";;applemusicapp;1
"Drink a Beer";"Luke Bryan";"Crash My Party (Deluxe Version)";applemusicapp;1
"Drink a Little Beer (feat. Rhett Akins)";"Thomas Rhett";"Life Changes";applemusicapp;1
"Drink to That All Night";"Jerrod Niemann";"Drink to That All Night - Single";applemusicapp;1
"Drinkin' Bone";"Tracy Byrd";"The Truth About Men";applemusicapp;1
"Drinkin' Problem";Midland;"On the Rocks";applemusicapp;1
"Drinkin' Town with a Football Problem";"Billy Currington";"Billboard Top 60 Country Songs";applemusicapp;1
"Drinking Alone";"Carrie Underwood";"Cry Pretty";applemusicapp;1
"Drinking Class";"Lee Brice";"I Dont Dance";applemusicapp;1
"Drinks For You (Ladies Anthem) (feat. Jennifer Lopez)";Pitbull;"Global Warming";applemusicapp;1
"Drinky Drink";"Frankie Ballard";"Sunshine & Whiskey";applemusicapp;1
Drive;"Vanessa Hudgens";V;applemusicapp;1
"Drive By";Train;"California 37";applemusicapp;1
"Drive Me";"Phillip Phillips";"The World from the Side of the Moon (Deluxe)";applemusicapp;1
"Driving Me Crazy";"Sam Adams";;applemusicapp;1
"Drop It Low";"Ester Dean";;applemusicapp;1
"Drop The World";"Lil Wayne";Rebirth;applemusicapp;1
"Drop The World";"Lil Wayne Ft. Eminem";"(Wizard-Music.IR & Wizard-Music.coM)";applemusicapp;1
"Drops Of Jupiter";Train;;applemusicapp;1
"Drowning (feat. Kodak Black)";"A Boogie wit da Hoodie";"The Bigger Artist";applemusicapp;1
"Drug Ballad";Eminem;"The Marshall Mathers LP";applemusicapp;1
"Drug Dealer Girl";"Mike Posner";;applemusicapp;1
"Drunk Me";"Mitchell Tenpenny";"Telling All My Secrets";applemusicapp;1
"Drunk On A Plane";"Dierks Bentley";Riser;applemusicapp;1
"Drunk On You";"Luke Bryan";"Tailgates & Tanlines";applemusicapp;1
"Drunk on Your Love";"Brett Eldredge";Illinois;applemusicapp;1
"Drunken Lullabies";"Flogging Molly";"Drunken Lullabies";applemusicapp;1
"Dry County Girl";"Rascal Flatts";Melt;applemusicapp;1
"Du Hast";Rammstein;"100 Greatest Rock Songs Of The 90S";applemusicapp;1
Dude;"Beenie Man";"Back to Basics";applemusicapp;1
"DUELE EL CORAZON (feat. Wisin)";"Enrique Iglesias";"DUELE EL CORAZON (feat. Wisin) - Single";applemusicapp;1
"Duffle Bag Boy";"Playaz Circle Feat Lil Wayne";;applemusicapp;0
"Dumb (Rudedog Remix)";Tich;"The Workout Mix - Summer Fit CD2";applemusicapp;0
"Dumb Blonde (feat. Nicki Minaj)";"Avril Lavigne";"Head Above Water";applemusicapp;1
Dumpweed;Blink-182;;applemusicapp;1
Dust;"Eli Young Band";"10,000 Towns";applemusicapp;1
Dynamite;"Taio Cruz";Rokstarr;applemusicapp;1
"Dynamite (Stonebridge Remix Radio Edit)";"Taio Cruz";www.GoodMusicAllDay.com;applemusicapp;1
"Dynomite (Going Postal) [Clean]";Rhymefest;"Dynomite (Going Postal) - Single";applemusicapp;1
"Dysentery Gary";"Blink 182";"Enema of the State";applemusicapp;1
E-Pro;Beck;Guero;applemusicapp;1
E.T.;"Katy Perry ft. Kanye West";;applemusicapp;0
"Earthquake (feat. Harrison)";Hardwell;"Earthquake (feat. Harrison) - Single";applemusicapp;1
Easier;"5 Seconds of Summer";"Easier - Single";applemusicapp;1
"East Jesus Nowhere";"Green Day";"21st Century Breakdown";applemusicapp;1
"East Northumberland High";"Miley Cyrus";"Hannah Montana 2: Meet Miley Cyrus [Disc 2]";applemusicapp;1
Eastside;"benny blanco, Halsey & Khalid";"Chill Mood";applemusicapp;1
Easy;"Rascal Flatts";"Nothing Like This";applemusicapp;1
Easy;"The Commodores";Commodores;applemusicapp;1
"Easy Target";"Blink 182";"Blink 182";applemusicapp;1
"Easy to Love";"Colin Donnell";"Anything Goes (New Broadway Cast Recording)";applemusicapp;1
"Easy to Love (Reprise)";"Laura Osnes";"Anything Goes (New Broadway Cast Recording)";applemusicapp;1
"Echa Pa'lla (Manos Pa'rriba) (feat. Papayo)";Pitbull;"Global Warming";applemusicapp;1
Echo;"Gorilla Zoe";;applemusicapp;1
"The Edge Of Glory";"Lady GaGa";"The Edge Of Glory";applemusicapp;1
"Edge of Seventeen";"Stevie Nicks";"Crystal Visions... The Very Best of Stevie Nicks (Bonus Version)";applemusicapp;1
"Eenie Meenie";"Sean Kingston";;applemusicapp;1
"Eh, Eh (Nothing Else I Can Say)";"Lady GaGa";"The Fame";applemusicapp;1
"Eight Second Ride";"Jake Owen";"Startin' With Me";applemusicapp;1
"Eighteen Cool";"Hoodie Allen";"All American";applemusicapp;1
"Eighteen Cool";"Hoodie Allen";;applemusicapp;1
"El Tango de Roxanne";"José Feliciano, Ewan McGregor & Jacek Koman";"Moulin Rouge (Soundtrack from the Motion Picture)";applemusicapp;0
"Electric (feat. Khalid)";"Alina Baraz";"Electric (feat. Khalid) - Single";applemusicapp;1
"Electric City";"The Black Eyed Peas";"The E.N.D.";applemusicapp;1
"Electric Feel";MGMT;"Oracular Spectacular";applemusicapp;1
"Electric Hearts";"Cash Cash";;applemusicapp;1
"Elephant Love Medley";"Nicole Kidman, Ewan McGregor & Jamie Allen";"Moulin Rouge (Soundtrack from the Motion Picture)";applemusicapp;0
Elephants;Warpaint;"Exquisite Corpse - EP";applemusicapp;1
"Ellen's Chants, D. 839: Ave Maria";"Musica Antiqua New York, Mary Jane Newman, Amy Butler & Clavin Wiersma";"Classical Masterminds - Schubert";applemusicapp;1
Ellsworth;"Rascal Flatts";"Me And My Gang";applemusicapp;1
"Elsa and Anna";"Christophe Beck";"Frozen (Original Motion Picture Soundtrack)";applemusicapp;0
"Elsa And Anna";"Christophe Beck";"Frozen (Deluxe Edition) (CD1)";applemusicapp;0
"Elsa Imprisoned";"Christophe Beck";"Frozen (Deluxe Edition) (CD2)";applemusicapp;0
"Embody The Invisible";"In Flames";;applemusicapp;1
Emergency;Paramore;"All We Know Is Falling";applemusicapp;1
Emmeline;"Bruno Merz";Highways;applemusicapp;1
EMMM;"Kid Cudi";;applemusicapp;0
Emo;"Blink 182";"Dude Ranch";applemusicapp;1
Emotion;"Destiny's Child";"Destiny's Child - #1's";applemusicapp;1
Emotionless;"Good Charlotte";"The Young And The Hopeless";applemusicapp;1
Empire;Shakira;"Shakira. (Deluxe Version)";applemusicapp;1
"Empire State of Mind";Jay-Z;"The Blueprint 3";applemusicapp;1
"Empire State Of Mind";Jay-Z;;applemusicapp;1
"Empty Apartment";Yellowcard;"Ocean Avenue";applemusicapp;1
Enchanted;"Taylor Swift";"Speak Now (Deluxe Version)";applemusicapp;1
"An Encounter";"The 1975";"The 1975";applemusicapp;1
"The End";"Kid Cudi";"Man On The Moon II: The Legend Of Mr. Rager";applemusicapp;1
"The End";"Justin Hurwitz";"La La Land (Original Motion Picture Soundtrack)";applemusicapp;1
"End Game (feat. Ed Sheeran & Future)";"Taylor Swift";reputation;applemusicapp;1
"End Of The Line";"Christi Mac";"The Cheetah Girls";applemusicapp;0
"The End.";"My Chemical Romance";"The Black Parade";applemusicapp;1
"Engagement Party";"Justin Hurwitz";"La La Land (Original Motion Picture Soundtrack)";applemusicapp;1
"English Lane";"Mac Miller";"Blue Slide Park";applemusicapp;1
"Enigma Variations: Nimrod";"Philharmonia Orchestra & Sir Malcolm Sargent";"The Enigma Variations and Fantasia on a Theme by Thomas Tallis (Digitally Remastered)";applemusicapp;0
"Enter Galactic (Love Connection Pt. 1)";"KiD CuDi";"Man On The Moon: The End of Day";applemusicapp;1
"Enter Sandman";Metallica;"100 Greatest Rock Songs Of The 90s";applemusicapp;1
"Enter The Circus";"Christina Aguilera";"Back To Basics [Disc 2]";applemusicapp;1
Enthused;"Blink 182";"Dude Ranch";applemusicapp;1
"Entr'Acte (Act Two - Six Months Later)";"Original London Cast of ""The Phantom of the Opera""";"The Phantom of the Opera (Original London Cast)";applemusicapp;0
"Entrepreneur (The Self Made) [Motivational Speech]";"Fearless Motivation";"Greatest Hits Motivational Speeches";applemusicapp;1
Epic;"Faith No More";"100 Greatest Rock Songs Of The 90s";applemusicapp;1
Epilogue;"Christophe Beck";"Frozen (Deluxe Edition) (CD1)";applemusicapp;1
Epilogue;"Justin Hurwitz";"La La Land (Original Motion Picture Soundtrack)";applemusicapp;1
Epilogue;"Christophe Beck";"Frozen (Original Motion Picture Soundtrack)";applemusicapp;1
Epiphany;"Bowling For Soup";;applemusicapp;1
"Erase Me";"Kid Cudi";"Man On The Moon II: The Legend Of Mr. Rager";applemusicapp;1
"Erase Me";"Kid Cudi";;applemusicapp;1
"Error: Operator";"Taking Back Sunday";"Louder Now";applemusicapp;1
Eruption;"Van Halen";;applemusicapp;1
Escape;"30 Seconds To Mars";"This Is War";applemusicapp;1
Escape;3lau;;applemusicapp;1
"Especially In Michigan";"Red Hot Chili Peppers";"Stadium Arcadium";applemusicapp;1
Euphoria;Loreen;"The Workout Mix - Summer Fit CD1";applemusicapp;1
Eurodancer;"DJ Mangoo";;applemusicapp;0
"Evacuate The Dancefloor";Cascada;;applemusicapp;0
"Even If It Breaks Your Heart";"Eli Young Band";"Life At Best";applemusicapp;1
"Even If It Kills Me";"Motion City Soundtrack";"Even If It Kills Me";applemusicapp;1
"Even My Dad Does Sometimes";"Ed Sheeran";"x (Deluxe Edition)";applemusicapp;1
"Ever Blazin'";"Sean Paul";"The Trinity";applemusicapp;1
Everglow;ColdPlay;"A Head Full Of Dreams";applemusicapp;1
"The Everlasting Fall (Album Version)";"American Hi-Fi";"Hearts On Parade";applemusicapp;1
"Everlasting Love";"Fifth Harmony";"Reflection (Deluxe)";applemusicapp;1
Everlong;"Foo Fighters";"100 Greatest Rock Songs Of The 90s";applemusicapp;1
"Every Breaking Wave";U2;"Songs of Innocence";applemusicapp;1
"Every Breath You Take";"The Police";"VH1 100 Greatest Songs of 80’s";applemusicapp;1
"Every Day";"Rascal Flatts";"Still Feels Good";applemusicapp;1
"Every Girl";"Lil Wayne";;applemusicapp;0
"Every Morning";"Sugar Ray";"The Best of Sugar Ray";applemusicapp;1
"Every Night";"Florida Georgia Line";"Anything Goes";applemusicapp;1
"Every Rose Has Its Thorn";Poison;"VH1 100 Greatest Songs of 80’s";applemusicapp;1
"Every Teardrop Is a Waterfall";Coldplay;"Every Teardrop Is a Waterfall - Single";applemusicapp;1
"Every Time We Touch";Cascada;;applemusicapp;0
"Every Word Means No";"Smash Mouth";"All Star Smash Hits";applemusicapp;1
"Everybody Fucks (feat. Akon & David Rush)";Pitbull;"Global Warming";applemusicapp;1
"Everybody Have Fun Tonight";"Wang Chung";"VH1 100 Greatest Songs of 80’s";applemusicapp;1
"Everybody Hurts";R.E.M.;"100 Greatest Rock Songs Of The 90s";applemusicapp;1
"Everybody Talks";"Neon Trees";"Everybody Talks - Single";applemusicapp;1
Everyday;"High School Musical Cast";"High School Musical 2";applemusicapp;1
Everyday;"Logic & Marshmello";"Bobby Tarantino II";applemusicapp;1
"Everyday Allday";"DJ Noodles Ft. Pitbull, Fella, And Billy Blue";Pitbull-Planet.Pit-Super.Deluxe.Edition-2011-[NoFS];applemusicapp;0
"Everyday People";"Sly & The Family Stone";"The Essential Sly & The Family Stone";applemusicapp;1
Everything;"Fefe Dobson";"Fefe Dobson";applemusicapp;1
Everything;"Michael Bublé";;applemusicapp;1
"Everything (Remix)";Cazzette;;applemusicapp;0
"Everything Back But You";"Avril Lavigne";"The Best Damn Thing";applemusicapp;1
"Everything Has Changed (featuring Ed Sheeran)";"Taylor Swift";Red;applemusicapp;1
"Everything I Ask For";"The Maine";"Can't Stop, Won't Stop";applemusicapp;1
"Everything Is Alright";"Motion City Soundtrack";"Commit This To Memory";applemusicapp;1
"Everything Is Fine";"All Time Low";"Everything Is Fine - Single";applemusicapp;1
"Everything Will Be Alright";"The Killers";"Hot Fuss";applemusicapp;1
"Everytime (Britney Spears)";"Britney Spears";"In the Zone";applemusicapp;1
"Everytime (Simple Plan)";"Simple Plan";"Still Not Getting Any...";applemusicapp;1
"Everytime I Look For You";"Blink 182";"Take Off Your Pants And Jacket";applemusicapp;0
"Everytime We Touch";Cascada;;applemusicapp;1
"Everytime We Touch";Cascada;"Everytime We Touch";applemusicapp;1
"Everytime We Touch (Original Mix)";Cascada;"Everytime We Touch";applemusicapp;1
Everywhere;"Michelle Branch";"The Spirit Room";applemusicapp;1
Evil;Interpol;Antics;applemusicapp;1
"Evil Genious";eleventyseven;;applemusicapp;1
"Evil Twin";Eminem;"Marshall Mathers LP 2";applemusicapp;1
"Ex Calling";6LACK;"FREE 6LACK (Bonus Track Version)";applemusicapp;1
"Ex To See";"Sam Hunt";Montevallo;applemusicapp;1
"Ex's & Oh's";"Elle King";;applemusicapp;1
"Ex's and Oh's";Atreyu;"A Death-Grip on Yesterday";applemusicapp;1
Explosions;"Ellie Goulding";"The Workout Mix - Summer Fit CD1";applemusicapp;1
Express;"Aguilera, Christina";"Burlesque OST";applemusicapp;0
"Express Yourself";NWA;;applemusicapp;1
"Extraordinary Girl";"Green Day";"American Idiot";applemusicapp;1
"Eye of the Tiger";Survivor;"Eye of the Tiger";applemusicapp;1
"Eye of the Tiger";Survivor;"The Essential Survivor";applemusicapp;1
"Eyes On Fire";"Blue Foundation";"The Twilight Soundtrack";applemusicapp;1
"Eyes Open";"Taylor Swift";;applemusicapp;1
"Eyes Wide Open";"Ashlee Simpson";"I Am Me";applemusicapp;1
"F-Stop Blues";"Jack Johnson";"Brushfire Fairytales";applemusicapp;1
"F.U.S.S. (Interlude)";"Christina Aguilera";"Back To Basics [Disc 1]";applemusicapp;1
F.U.T.W.;"JAY Z";"Magna Carta... Holy Grail";applemusicapp;1
"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)";"A$AP Rocky";"LONG.LIVE.A$AP (Deluxe Version)";applemusicapp;1
"F*ck Up Some Commas";Future;"DS2 (Deluxe)";applemusicapp;1
F*ckWithMeYouKnowIGotIt;"JAY Z/Rick Ross";"Magna Carta... Holy Grail";applemusicapp;1
Fabulous;"Ryan & Sharpay";"High School Musical 2";applemusicapp;0
